COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
CEREAL PREPARATIONS,MOZAMBIQUE,TON,1398,1.31
CEREAL PREPARATIONS,MYANMAR,TON,386,1.16
CEREAL PREPARATIONS,NAMIBIA,TON,1933,1.37
CEREAL PREPARATIONS,NEPAL,TON,20213,54.23
CEREAL PREPARATIONS,NETHERLAND,TON,1357,2.57
CEREAL PREPARATIONS,NETHERLANDANTIL,TON,26,0.05
CEREAL PREPARATIONS,NEW CALEDONIA,TON,0,0.00
CEREAL PREPARATIONS,NEW ZEALAND,TON,2162,3.70
CEREAL PREPARATIONS,NICARAGUA,TON,35,0.04
CEREAL PREPARATIONS,NIGER,TON,2282,1.86
CEREAL PREPARATIONS,NIGERIA,TON,2524,3.23
CEREAL PREPARATIONS,NORWAY,TON,58,0.18
CEREAL PREPARATIONS,OMAN,TON,4277,7.07
CEREAL PREPARATIONS,PAKISTAN IR,TON,872,0.86
CEREAL PREPARATIONS,PANAMA REPUBLIC,TON,659,0.99
CEREAL PREPARATIONS,PAPUA N GNA,TON,330,0.38
CEREAL PREPARATIONS,PARAGUAY,TON,29,0.03
CEREAL PREPARATIONS,PERU,TON,18,0.06
CEREAL PREPARATIONS,PHILIPPINES,TON,1381,1.24
CEREAL PREPARATIONS,POLAND,TON,115,0.22
CEREAL PREPARATIONS,PORTUGAL,TON,101,0.06
CEREAL PREPARATIONS,PUERTO RICO,TON,58,0.09
CEREAL PREPARATIONS,QATAR,TON,6030,10.25
CEREAL PREPARATIONS,REUNION,TON,12,0.03
CEREAL PREPARATIONS,ROMANIA,TON,33,0.17
CEREAL PREPARATIONS,RUSSIA,TON,639,0.63
CEREAL PREPARATIONS,RWANDA,TON,2308,1.85
CEREAL PREPARATIONS,SAMOA,TON,21,0.03
CEREAL PREPARATIONS,SAO TOME,TON,151,0.18
CEREAL PREPARATIONS,SAUDI ARAB,TON,7366,15.92
CEREAL PREPARATIONS,SENEGAL,TON,3076,2.74
CEREAL PREPARATIONS,SEYCHELLES,TON,191,0.38
CEREAL PREPARATIONS,SIERRA LEONE,TON,1451,1.32
CEREAL PREPARATIONS,SINGAPORE,TON,3546,7.36
CEREAL PREPARATIONS,SLOVENIA,TON,0,0.00
CEREAL PREPARATIONS,SOLOMON IS,TON,87,0.10
CEREAL PREPARATIONS,SOMALIA,TON,4158,3.97
CEREAL PREPARATIONS,SOUTH AFRICA,TON,6030,8.17
CEREAL PREPARATIONS,SOUTH SUDAN,TON,455,0.40
CEREAL PREPARATIONS,SPAIN,TON,227,0.18
CEREAL PREPARATIONS,SRI LANKA DSR,TON,4067,6.45
CEREAL PREPARATIONS,ST KITT N A,TON,0,0.00
CEREAL PREPARATIONS,ST LUCIA,TON,0,0.00
CEREAL PREPARATIONS,STATE OF PALESTINE,TON,12,0.02
CEREAL PREPARATIONS,SUDAN,TON,1701,1.42
CEREAL PREPARATIONS,SURINAME,TON,127,0.26
CEREAL PREPARATIONS,SWAZILAND,TON,3,0.00
CEREAL PREPARATIONS,SWEDEN,TON,139,0.43
CEREAL PREPARATIONS,SWITZERLAND,TON,113,0.25
CEREAL PREPARATIONS,TAIWAN,TON,418,0.29
CEREAL PREPARATIONS,TANZANIA REP,TON,6108,5.05
CEREAL PREPARATIONS,THAILAND,TON,5751,4.27
CEREAL PREPARATIONS,TOGO,TON,4409,3.77
CEREAL PREPARATIONS,TONGA,TON,78,0.08
CEREAL PREPARATIONS,TRINIDAD,TON,155,0.22
CEREAL PREPARATIONS,TUNISIA,TON,5,0.01
CEREAL PREPARATIONS,TURKEY,TON,379,0.36
CEREAL PREPARATIONS,U ARAB EMTS,TON,24393,39.83
CEREAL PREPARATIONS,U K,TON,11758,30.38
CEREAL PREPARATIONS,U S A,TON,45057,96.81
CEREAL PREPARATIONS,UGANDA,TON,7891,6.27
CEREAL PREPARATIONS,UKRAINE,TON,78,0.05
CEREAL PREPARATIONS,UNSPECIFIED,TON,311,0.38
CEREAL PREPARATIONS,URUGUAY,TON,48,0.09
CEREAL PREPARATIONS,UZBEKISTAN,TON,0,0.00
CEREAL PREPARATIONS,VANUATU REP,TON,51,0.06
CEREAL PREPARATIONS,VENEZUELA,TON,126,0.17
CEREAL PREPARATIONS,VIETNAM SOC REP,TON,435,1.14
CEREAL PREPARATIONS,YEMEN REPUBLC,TON,3080,2.75
CEREAL PREPARATIONS,ZAMBIA,TON,92,0.15
CEREAL PREPARATIONS,ZIMBABWE,TON,0,0.00
COCOA PRODUCTS,AFGHANISTAN,KGS,3300,0.05
COCOA PRODUCTS,ALGERIA,KGS,72634,0.65
COCOA PRODUCTS,ANGOLA,KGS,21985,0.07
COCOA PRODUCTS,ARMENIA,KGS,3500,0.04
COCOA PRODUCTS,AUSTRALIA,KGS,142598,1.18
COCOA PRODUCTS,BAHARAIN IS,KGS,5224,0.09
COCOA PRODUCTS,BANGLADESH PR,KGS,480370,2.89
COCOA PRODUCTS,BELGIUM,KGS,32132,0.18
COCOA PRODUCTS,BENIN,KGS,152192,0.36
COCOA PRODUCTS,BHUTAN,KGS,117145,0.76
COCOA PRODUCTS,BRAZIL,KGS,898352,9.25
COCOA PRODUCTS,BRUNEI,KGS,28468,0.23
COCOA PRODUCTS,BURKINA FASO,KGS,13273,0.03
COCOA PRODUCTS,CAMEROON,KGS,13490,0.03
COCOA PRODUCTS,CANADA,KGS,69542,0.37
COCOA PRODUCTS,CHINA P RP,KGS,66381,0.98
COCOA PRODUCTS,COMOROS,KGS,3320,0.00
COCOA PRODUCTS,CONGO D. REP.,KGS,7285,0.03
COCOA PRODUCTS,CONGO P REP,KGS,3735,0.02
COCOA PRODUCTS,COSTA RICA,KGS,4296,0.01
COCOA PRODUCTS,COTE D' IVOIRE,KGS,871,0.01
COCOA PRODUCTS,CYPRUS,KGS,2,0.00
COCOA PRODUCTS,CZECH REPUBLIC,KGS,2700,0.01
COCOA PRODUCTS,DENMARK,KGS,327,0.00
COCOA PRODUCTS,DJIBOUTI,KGS,5820,0.01
COCOA PRODUCTS,DOMINIC REP,KGS,32129,0.07
COCOA PRODUCTS,EGYPT A RP,KGS,196713,1.80
COCOA PRODUCTS,EL SALVADOR,KGS,500,0.00
COCOA PRODUCTS,EQUTL GUINEA,KGS,29184,0.06
COCOA PRODUCTS,ETHIOPIA,KGS,23131,0.05
COCOA PRODUCTS,FIJI IS,KGS,851,0.01
COCOA PRODUCTS,FRANCE,KGS,140604,0.76
COCOA PRODUCTS,GABON,KGS,37288,0.08
COCOA PRODUCTS,GAMBIA,KGS,9802,0.02
COCOA PRODUCTS,GERMANY,KGS,917010,4.97
COCOA PRODUCTS,GHANA,KGS,20332,0.07
COCOA PRODUCTS,GRENADA,KGS,29,0.00
COCOA PRODUCTS,GUAM,KGS,2233,0.04
COCOA PRODUCTS,GUATEMALA,KGS,43976,0.11
COCOA PRODUCTS,GUINEA,KGS,141732,0.34
COCOA PRODUCTS,GUYANA,KGS,11034,0.03
COCOA PRODUCTS,HAITI,KGS,141316,0.25
COCOA PRODUCTS,HONG KONG,KGS,273297,4.79
COCOA PRODUCTS,HUNGARY,KGS,30,0.00
COCOA PRODUCTS,INDONESIA,KGS,1818059,18.91
COCOA PRODUCTS,IRAN,KGS,50,0.00
COCOA PRODUCTS,IRAQ,KGS,2706,0.05
COCOA PRODUCTS,ISRAEL,KGS,57322,0.84
COCOA PRODUCTS,ITALY,KGS,1045,0.00
COCOA PRODUCTS,JAPAN,KGS,5730,0.04
COCOA PRODUCTS,JORDAN,KGS,56611,0.57
COCOA PRODUCTS,KENYA,KGS,183636,0.54
COCOA PRODUCTS,KOREA RP,KGS,5601,0.02
COCOA PRODUCTS,KUWAIT,KGS,200217,1.78
COCOA PRODUCTS,LEBANON,KGS,22309,0.23
COCOA PRODUCTS,LIBERIA,KGS,41051,0.09
COCOA PRODUCTS,LIBYA,KGS,30745,0.43
COCOA PRODUCTS,LUXEMBOURG,KGS,13,0.00
COCOA PRODUCTS,MADAGASCAR,KGS,9396,0.02
COCOA PRODUCTS,MALAWI,KGS,957,0.00
COCOA PRODUCTS,MALAYSIA,KGS,784697,5.84
COCOA PRODUCTS,MALDIVES,KGS,84408,0.90
COCOA PRODUCTS,MAURITANIA,KGS,9215,0.06
COCOA PRODUCTS,MAURITIUS,KGS,3375,0.01
COCOA PRODUCTS,MEXICO,KGS,81165,0.31
COCOA PRODUCTS,MOROCCO,KGS,47304,0.45
COCOA PRODUCTS,MOZAMBIQUE,KGS,11173,0.03
COCOA PRODUCTS,MYANMAR,KGS,425456,0.87
COCOA PRODUCTS,NAMIBIA,KGS,12372,0.03
COCOA PRODUCTS,NEPAL,KGS,1715033,10.00
COCOA PRODUCTS,NETHERLAND,KGS,1265415,5.74
COCOA PRODUCTS,NETHERLANDANTIL,KGS,444,0.01
COCOA PRODUCTS,NEW ZEALAND,KGS,16474,0.08
COCOA PRODUCTS,NIGER,KGS,46953,0.10
COCOA PRODUCTS,NIGERIA,KGS,731667,1.46
COCOA PRODUCTS,OMAN,KGS,71292,0.19
COCOA PRODUCTS,PAKISTAN IR,KGS,10917,0.22
COCOA PRODUCTS,PANAMA REPUBLIC,KGS,11334,0.02
COCOA PRODUCTS,PERU,KGS,6,0.00
COCOA PRODUCTS,PHILIPPINES,KGS,791075,7.23
COCOA PRODUCTS,POLAND,KGS,41,0.00
COCOA PRODUCTS,QATAR,KGS,91116,0.81
COCOA PRODUCTS,ROMANIA,KGS,1,0.00
COCOA PRODUCTS,RUSSIA,KGS,8922,0.07
COCOA PRODUCTS,RWANDA,KGS,97,0.00
COCOA PRODUCTS,SAMOA,KGS,200,0.00
COCOA PRODUCTS,SAO TOME,KGS,5457,0.01
COCOA PRODUCTS,SAUDI ARAB,KGS,919626,9.13
COCOA PRODUCTS,SENEGAL,KGS,288783,0.46
COCOA PRODUCTS,SEYCHELLES,KGS,2210,0.01
COCOA PRODUCTS,SIERRA LEONE,KGS,186182,0.47
COCOA PRODUCTS,SINGAPORE,KGS,163277,1.52
COCOA PRODUCTS,SOMALIA,KGS,363638,0.76
COCOA PRODUCTS,SOUTH AFRICA,KGS,125113,0.20
COCOA PRODUCTS,SPAIN,KGS,34201,0.06
COCOA PRODUCTS,SRI LANKA DSR,KGS,285738,2.54
COCOA PRODUCTS,STATE OF PALESTINE,KGS,405,0.00
COCOA PRODUCTS,SUDAN,KGS,40185,0.23
COCOA PRODUCTS,SURINAME,KGS,22,0.00
COCOA PRODUCTS,SWITZERLAND,KGS,31833,0.13
COCOA PRODUCTS,TAIWAN,KGS,2888,0.01
COCOA PRODUCTS,TANZANIA REP,KGS,143588,0.25
COCOA PRODUCTS,THAILAND,KGS,458819,3.97
COCOA PRODUCTS,TOGO,KGS,1020841,2.33
COCOA PRODUCTS,TUNISIA,KGS,24311,0.19
COCOA PRODUCTS,TURKEY,KGS,1676530,16.40
COCOA PRODUCTS,U ARAB EMTS,KGS,897029,7.19
COCOA PRODUCTS,U K,KGS,3097,0.05
COCOA PRODUCTS,U S A,KGS,7772754,44.19
COCOA PRODUCTS,UGANDA,KGS,5727,0.01
COCOA PRODUCTS,UZBEKISTAN,KGS,30,0.00
COCOA PRODUCTS,VIETNAM SOC REP,KGS,76632,0.94
COCOA PRODUCTS,YEMEN REPUBLC,KGS,78081,0.36
COCOA PRODUCTS,ZAMBIA,KGS,3,0.00
COCOA PRODUCTS,ZIMBABWE,KGS,50,0.00
MILLED PRODUCTS,ALGERIA,KGS,2840,0.00
MILLED PRODUCTS,ANGOLA,KGS,155360,0.08
MILLED PRODUCTS,ANTARTICA,KGS,1000,0.00
MILLED PRODUCTS,AUSTRALIA,KGS,17706232,10.70
MILLED PRODUCTS,AUSTRIA,KGS,60240,0.09
MILLED PRODUCTS,BAHARAIN IS,KGS,2339898,1.20
MILLED PRODUCTS,BANGLADESH PR,KGS,51943,0.02
MILLED PRODUCTS,BELGIUM,KGS,42652,0.03
MILLED PRODUCTS,BELIZE,KGS,44310,0.02
MILLED PRODUCTS,BENIN,KGS,65960,0.03
MILLED PRODUCTS,BHUTAN,KGS,1894148,0.99
MILLED PRODUCTS,BOTSWANA,KGS,45706,0.03
MILLED PRODUCTS,BRUNEI,KGS,1306431,0.61
MILLED PRODUCTS,BURKINA FASO,KGS,64150,0.04
MILLED PRODUCTS,BURUNDI,KGS,6000,0.00
MILLED PRODUCTS,CAMBODIA,KGS,6818693,2.37
MILLED PRODUCTS,CAMEROON,KGS,27887,0.02
MILLED PRODUCTS,CANADA,KGS,13485239,8.15
MILLED PRODUCTS,CAYMAN IS,KGS,2328,0.00
MILLED PRODUCTS,CHILE,KGS,35263,0.02
MILLED PRODUCTS,CHINA P RP,KGS,1663818,0.71
MILLED PRODUCTS,COMOROS,KGS,37000,0.01
MILLED PRODUCTS,CONGO D. REP.,KGS,594283,0.31
MILLED PRODUCTS,CONGO P REP,KGS,507525,0.26
MILLED PRODUCTS,COTE D' IVOIRE,KGS,30977,0.02
MILLED PRODUCTS,CYPRUS,KGS,67620,0.03
MILLED PRODUCTS,CZECH REPUBLIC,KGS,61500,0.04
MILLED PRODUCTS,DENMARK,KGS,296308,0.18
MILLED PRODUCTS,DOMINIC REP,KGS,300,0.00
MILLED PRODUCTS,EGYPT A RP,KGS,223600,0.09
MILLED PRODUCTS,EQUTL GUINEA,KGS,5500,0.00
MILLED PRODUCTS,FIJI IS,KGS,4485,0.00
MILLED PRODUCTS,FINLAND,KGS,24990,0.02
MILLED PRODUCTS,FRANCE,KGS,252990,0.19
MILLED PRODUCTS,GABON,KGS,10200,0.01
MILLED PRODUCTS,GAMBIA,KGS,51053,0.03
MILLED PRODUCTS,GEORGIA,KGS,598,0.00
MILLED PRODUCTS,GERMANY,KGS,2092788,1.24
MILLED PRODUCTS,GHANA,KGS,372621,0.18
MILLED PRODUCTS,GREECE,KGS,1000,0.00
MILLED PRODUCTS,GRENADA,KGS,2000,0.00
MILLED PRODUCTS,GUINEA,KGS,33996,0.02
MILLED PRODUCTS,GUYANA,KGS,20,0.00
MILLED PRODUCTS,HONG KONG,KGS,2479109,1.33
MILLED PRODUCTS,HUNGARY,KGS,2300,0.00
MILLED PRODUCTS,INDONESIA,KGS,9058224,3.20
MILLED PRODUCTS,IRAQ,KGS,24300,0.01
MILLED PRODUCTS,IRELAND,KGS,374132,0.19
MILLED PRODUCTS,ISRAEL,KGS,89270,0.06
MILLED PRODUCTS,ITALY,KGS,236040,0.55
MILLED PRODUCTS,JAMAICA,KGS,23870,0.02
MILLED PRODUCTS,JAPAN,KGS,465028,0.30
MILLED PRODUCTS,JORDAN,KGS,2138500,0.75
MILLED PRODUCTS,KAZAKHSTAN,KGS,3000,0.00
MILLED PRODUCTS,KENYA,KGS,223808,0.12
MILLED PRODUCTS,KOREA RP,KGS,8518233,3.56
MILLED PRODUCTS,KUWAIT,KGS,1819643,1.18
MILLED PRODUCTS,KYRGHYZSTAN,KGS,4615,0.00
MILLED PRODUCTS,LEBANON,KGS,62200,0.02
MILLED PRODUCTS,LIBERIA,KGS,682386,0.28
MILLED PRODUCTS,MACAO,KGS,750,0.00
MILLED PRODUCTS,MADAGASCAR,KGS,191225,0.09
MILLED PRODUCTS,MALAWI,KGS,155634,0.09
MILLED PRODUCTS,MALAYSIA,KGS,18667937,7.51
MILLED PRODUCTS,MALDIVES,KGS,591426,0.40
MILLED PRODUCTS,MALTA,KGS,13260,0.01
MILLED PRODUCTS,MAURITANIA,KGS,12560,0.01
MILLED PRODUCTS,MAURITIUS,KGS,895761,0.50
MILLED PRODUCTS,MEXICO,KGS,40827,0.02
MILLED PRODUCTS,MONTSERRAT,KGS,100,0.00
MILLED PRODUCTS,MOZAMBIQUE,KGS,156763,0.08
MILLED PRODUCTS,MYANMAR,KGS,637000,0.30
MILLED PRODUCTS,NEPAL,KGS,3690339,1.42
MILLED PRODUCTS,NETHERLAND,KGS,1240147,0.75
MILLED PRODUCTS,NETHERLANDANTIL,KGS,14574,0.01
MILLED PRODUCTS,NEW ZEALAND,KGS,3200415,1.83
MILLED PRODUCTS,NIGER,KGS,470,0.00
MILLED PRODUCTS,NIGERIA,KGS,2656652,1.28
MILLED PRODUCTS,NORWAY,KGS,438777,0.27
MILLED PRODUCTS,OMAN,KGS,3985400,2.14
MILLED PRODUCTS,PANAMA REPUBLIC,KGS,82978,0.05
MILLED PRODUCTS,PAPUA N GNA,KGS,1088,0.00
MILLED PRODUCTS,PERU,KGS,1000,0.00
MILLED PRODUCTS,PHILIPPINES,KGS,1288386,0.71
MILLED PRODUCTS,POLAND,KGS,170660,0.09
MILLED PRODUCTS,QATAR,KGS,23528378,11.04
MILLED PRODUCTS,REUNION,KGS,100420,0.04
MILLED PRODUCTS,RUSSIA,KGS,20510,0.01
MILLED PRODUCTS,RWANDA,KGS,36455,0.02
MILLED PRODUCTS,SAUDI ARAB,KGS,11220295,4.70
MILLED PRODUCTS,SENEGAL,KGS,77930,0.04
MILLED PRODUCTS,SEYCHELLES,KGS,579585,0.30
MILLED PRODUCTS,SIERRA LEONE,KGS,132143,0.06
MILLED PRODUCTS,SINGAPORE,KGS,6326964,4.12
MILLED PRODUCTS,SLOVENIA,KGS,2000,0.00
MILLED PRODUCTS,SOMALIA,KGS,26390,0.01
MILLED PRODUCTS,SOUTH AFRICA,KGS,1379107,0.73
MILLED PRODUCTS,SPAIN,KGS,366994,0.22
MILLED PRODUCTS,SRI LANKA DSR,KGS,6859559,2.73
MILLED PRODUCTS,SUDAN,KGS,171300,0.08
MILLED PRODUCTS,SURINAME,KGS,1000,0.00
MILLED PRODUCTS,SWEDEN,KGS,595705,0.38
MILLED PRODUCTS,SWITZERLAND,KGS,167775,0.11
